"","temperatuurklasse","sneeuwtype","lawine_alarm"
"3574","hoog","nat","licht"
"3575","gemiddeld","droog","licht"
"3576","gemiddeld","droog","licht"
"3577","gemiddeld","droog","licht"
"3578","hoog","nat","licht"
"3579","hoog","nat","licht"
"3580","hoog","droog","licht"
"3581","hoog","droog","sterk"
"3582","gemiddeld","droog","licht"
"3583","hoog","droog","licht"
"3584","hoog","droog","licht"
"3585","hoog","droog","sterk"
"3586","hoog","nat","licht"
"3587","laag","droog","sterk"
"3588","hoog","droog","licht"
"3589","hoog","nat","licht"
"3590","laag","droog","licht"
"3591","laag","droog","licht"
"3592","laag","nat","licht"
"3593","hoog","droog","licht"
"3594","gemiddeld","droog","sterk"
"3595","laag","nat","licht"
"3596","hoog","nat","licht"
"3597","laag","droog","licht"
"3598","gemiddeld","nat","licht"
"3599","hoog","droog","licht"
"3600","gemiddeld","nat","licht"
"3601","laag","droog","licht"
"3602","gemiddeld","droog","licht"
"3603","gemiddeld","nat","licht"
"3604","hoog","droog","sterk"
"3605","gemiddeld","droog","licht"
"3606","laag","droog","licht"
"3607","laag","nat","licht"
"3608","hoog","nat","licht"
"3609","hoog","droog","licht"
"3610","hoog","nat","licht"
"3611","laag","droog","licht"
"3612","hoog","droog","licht"
"3613","hoog","droog","licht"
"3614","laag","nat","licht"
"3615","laag","droog","licht"
"3616","gemiddeld","droog","licht"
"3617","hoog","nat","sterk"
"3618","hoog","nat","licht"
"3619","gemiddeld","droog","licht"
"3620","hoog","nat","licht"
"3621","gemiddeld","nat","licht"
"3622","laag","nat","licht"
"3623","gemiddeld","nat","licht"
"3624","hoog","nat","licht"
"3625","gemiddeld","droog","licht"
"3626","laag","nat","licht"
"3627","laag","nat","licht"
"3628","laag","droog","licht"
"3629","gemiddeld","nat","licht"
"3630","hoog","droog","licht"
"3631","laag","droog","licht"
"3632","laag","droog","licht"
"3633","gemiddeld","nat","sterk"
"3634","gemiddeld","nat","licht"
"3635","gemiddeld","droog","sterk"
"3636","laag","nat","licht"
"3637","gemiddeld","nat","licht"
"3638","gemiddeld","droog","licht"
"3639","hoog","nat","licht"
"3640","hoog","nat","sterk"
"3641","gemiddeld","nat","licht"
"3642","hoog","droog","licht"
"3643","laag","nat","licht"
"3644","hoog","droog","licht"
"3645","laag","droog","sterk"
"3646","gemiddeld","droog","licht"
"3647","laag","nat","licht"
"3648","gemiddeld","droog","licht"
"3649","laag","droog","licht"
"3650","hoog","droog","licht"
"3651","gemiddeld","droog","licht"
"3652","laag","nat","licht"
"3653","gemiddeld","nat","licht"
"3654","gemiddeld","nat","sterk"
"3655","laag","droog","licht"
"3656","hoog","droog","licht"
"3657","gemiddeld","droog","licht"
"3658","laag","nat","licht"
"3659","hoog","nat","licht"
"3660","laag","droog","licht"
"3661","hoog","nat","licht"
"3662","hoog","droog","licht"
"3663","hoog","nat","sterk"
"3664","hoog","droog","licht"
"3665","hoog","nat","licht"
"3666","hoog","nat","licht"
"3667","laag","nat","licht"
"3668","gemiddeld","droog","licht"
"3669","hoog","droog","licht"
"3670","hoog","droog","licht"
"3671","laag","nat","licht"
"3672","laag","nat","licht"
"3673","laag","nat","licht"
"3674","laag","nat","sterk"
"3675","hoog","droog","licht"
"3676","laag","nat","licht"
"3677","gemiddeld","nat","licht"
"3678","hoog","droog","licht"
"3679","hoog","droog","sterk"
"3680","hoog","droog","sterk"
"3681","laag","droog","licht"
"3682","laag","droog","licht"
"3683","hoog","nat","licht"
"3684","laag","nat","licht"
"3685","laag","droog","licht"
"3686","hoog","nat","licht"
"3687","laag","droog","licht"
"3688","laag","droog","licht"
"3689","laag","nat","licht"
"3690","laag","nat","sterk"
"3691","laag","droog","licht"
"3692","laag","droog","licht"
"3693","gemiddeld","nat","licht"
"3694","hoog","nat","sterk"
"3695","gemiddeld","droog","licht"
"3696","gemiddeld","droog","licht"
"3697","hoog","nat","licht"
"3698","hoog","droog","licht"
"3699","gemiddeld","droog","licht"
"3700","laag","nat","licht"
"3701","hoog","droog","licht"
"3702","gemiddeld","nat","licht"
"3703","laag","droog","sterk"
"3704","laag","nat","licht"
"3705","laag","droog","licht"
"3706","gemiddeld","droog","licht"
"3707","laag","nat","licht"
"3708","hoog","droog","licht"
"3709","hoog","droog","licht"
"3710","laag","droog","licht"
"3711","hoog","droog","licht"
"3712","gemiddeld","nat","licht"
"3713","hoog","droog","licht"
"3714","hoog","droog","licht"
"3715","hoog","droog","licht"
"3716","hoog","droog","licht"
"3717","hoog","nat","sterk"
"3718","hoog","droog","licht"
"3719","gemiddeld","nat","licht"
"3720","gemiddeld","nat","licht"
"3721","gemiddeld","droog","licht"
"3722","laag","nat","licht"
"3723","hoog","droog","licht"
"3724","laag","droog","licht"
"3725","laag","droog","sterk"
"3726","hoog","droog","licht"
"3727","hoog","droog","licht"
"3728","laag","droog","licht"
"3729","gemiddeld","nat","licht"
"3730","hoog","droog","licht"
"3731","laag","droog","licht"
"3732","gemiddeld","nat","licht"
"3733","laag","droog","sterk"
"3734","laag","nat","licht"
"3735","gemiddeld","nat","licht"
"3736","laag","droog","licht"
"3737","hoog","droog","licht"
"3738","hoog","droog","licht"
"3739","gemiddeld","droog","licht"
"3740","hoog","nat","licht"
"3741","hoog","nat","licht"
"3742","hoog","nat","licht"
"3743","hoog","droog","licht"
"3744","hoog","nat","licht"
"3745","hoog","nat","licht"
"3746","laag","droog","licht"
"3747","gemiddeld","droog","licht"
"3748","hoog","nat","licht"
"3749","gemiddeld","nat","licht"
"3750","gemiddeld","nat","licht"
"3751","hoog","droog","licht"
"3752","gemiddeld","droog","licht"
"3753","hoog","droog","licht"
"3754","gemiddeld","droog","licht"
"3755","hoog","droog","sterk"
"3756","gemiddeld","droog","sterk"
"3757","hoog","droog","licht"
"3758","laag","droog","licht"
"3759","laag","nat","licht"
"3760","hoog","nat","licht"
"3761","hoog","nat","licht"
"3762","laag","droog","licht"
"3763","hoog","droog","licht"
"3764","laag","droog","licht"
"3765","laag","nat","sterk"
"3766","laag","droog","licht"
"3767","hoog","nat","licht"
"3768","hoog","droog","licht"
"3769","gemiddeld","droog","licht"
"3770","hoog","droog","licht"
"3771","gemiddeld","droog","sterk"
"3772","gemiddeld","droog","licht"
"3773","hoog","nat","licht"
"3774","hoog","droog","licht"
"3775","laag","nat","licht"
"3776","hoog","nat","licht"
"3777","laag","nat","sterk"
"3778","laag","droog","licht"
"3779","gemiddeld","nat","licht"
"3780","hoog","droog","licht"
"3781","hoog","droog","licht"
"3782","hoog","nat","sterk"
"3783","gemiddeld","droog","sterk"
"3784","gemiddeld","droog","licht"
"3785","hoog","droog","licht"
"3786","gemiddeld","nat","licht"
"3787","hoog","droog","licht"
"3788","hoog","nat","licht"
"3789","gemiddeld","droog","licht"
"3790","laag","droog","licht"
"3791","gemiddeld","nat","licht"
"3792","gemiddeld","droog","licht"
"3793","gemiddeld","nat","sterk"
"3794","hoog","nat","licht"
"3795","laag","droog","licht"
"3796","hoog","nat","licht"
"3797","hoog","droog","licht"
"3798","laag","droog","licht"
"3799","laag","nat","licht"
"3800","laag","nat","licht"
"3801","hoog","nat","licht"
"3802","gemiddeld","nat","licht"
"3803","gemiddeld","nat","licht"
"3804","gemiddeld","nat","licht"
"3805","laag","droog","sterk"
"3806","hoog","nat","licht"
"3807","gemiddeld","nat","licht"
"3808","laag","droog","licht"
"3809","gemiddeld","droog","licht"
"3810","hoog","nat","licht"
"3811","hoog","nat","licht"
"3812","gemiddeld","droog","licht"
"3813","hoog","nat","licht"
"3814","hoog","droog","licht"
"3815","laag","droog","sterk"
"3816","gemiddeld","nat","licht"
"3817","hoog","nat","licht"
"3818","hoog","droog","licht"
"3819","gemiddeld","nat","sterk"
"3820","laag","droog","licht"
"3821","gemiddeld","droog","licht"
"3822","hoog","nat","licht"
"3823","hoog","nat","sterk"
"3824","gemiddeld","nat","sterk"
"3825","hoog","nat","licht"
"3826","hoog","droog","licht"
"3827","hoog","droog","sterk"
"3828","gemiddeld","nat","licht"
"3829","gemiddeld","nat","licht"
"3830","laag","nat","licht"
"3831","hoog","nat","licht"
"3832","laag","droog","licht"
"3833","hoog","nat","licht"
"3834","gemiddeld","droog","licht"
"3835","gemiddeld","nat","licht"
"3836","hoog","droog","licht"
"3837","hoog","nat","licht"
"3838","gemiddeld","nat","licht"
"3839","gemiddeld","droog","licht"
"3840","laag","droog","licht"
"3841","laag","droog","licht"
"3842","hoog","nat","licht"
"3843","gemiddeld","nat","licht"
"3844","hoog","droog","licht"
"3845","gemiddeld","droog","sterk"
"3846","hoog","nat","licht"
"3847","laag","nat","licht"
"3848","hoog","nat","licht"
"3849","gemiddeld","nat","licht"
"3850","gemiddeld","droog","licht"
"3851","gemiddeld","nat","licht"
"3852","gemiddeld","droog","licht"
"3853","hoog","nat","licht"
"3854","laag","droog","licht"
"3855","gemiddeld","nat","licht"
"3856","gemiddeld","droog","licht"
"3857","hoog","nat","licht"
"3858","hoog","nat","licht"
"3859","hoog","nat","licht"
"3860","hoog","nat","licht"
"3861","laag","droog","licht"
"3862","gemiddeld","droog","licht"
"3863","gemiddeld","nat","licht"
"3864","laag","droog","licht"
"3865","laag","nat","licht"
"3866","hoog","droog","licht"
"3867","hoog","droog","licht"
"3868","gemiddeld","nat","sterk"
"3869","hoog","nat","licht"
"3870","laag","nat","licht"
"3871","gemiddeld","nat","licht"
"3872","hoog","nat","licht"
"3873","laag","nat","licht"
"3874","hoog","droog","licht"
"3875","laag","nat","licht"
"3876","hoog","nat","licht"
"3877","laag","droog","licht"
"3878","hoog","nat","licht"
"3879","laag","nat","licht"
"3880","hoog","nat","sterk"
"3881","hoog","nat","licht"
"3882","gemiddeld","nat","licht"
"3883","gemiddeld","droog","licht"
"3884","hoog","nat","sterk"
"3885","hoog","droog","licht"
"3886","gemiddeld","nat","licht"
"3887","gemiddeld","droog","licht"
"3888","laag","droog","licht"
"3889","hoog","droog","licht"
"3890","hoog","droog","licht"
"3891","hoog","nat","licht"
"3892","gemiddeld","droog","licht"
"3893","hoog","nat","sterk"
"3894","hoog","droog","licht"
"3895","gemiddeld","droog","licht"
"3896","gemiddeld","nat","sterk"
"3897","gemiddeld","droog","licht"
"3898","hoog","droog","sterk"
"3899","gemiddeld","nat","licht"
"3900","hoog","nat","licht"
"3901","hoog","droog","licht"
"3902","laag","droog","licht"
"3903","gemiddeld","droog","licht"
"3904","hoog","droog","licht"
"3905","hoog","nat","sterk"
"3906","laag","droog","licht"
"3907","gemiddeld","droog","licht"
"3908","gemiddeld","droog","licht"
"3909","hoog","droog","licht"
"3910","hoog","nat","licht"
"3911","gemiddeld","nat","licht"
"3912","hoog","droog","licht"
"3913","laag","droog","licht"
"3914","gemiddeld","droog","licht"
"3915","laag","nat","licht"
"3916","hoog","nat","sterk"
"3917","laag","droog","licht"
"3918","laag","droog","licht"
"3919","laag","droog","licht"
"3920","hoog","nat","licht"
"3921","hoog","droog","sterk"
"3922","hoog","nat","licht"
"3923","gemiddeld","droog","licht"
"3924","hoog","droog","licht"
"3925","hoog","nat","licht"
"3926","gemiddeld","nat","licht"
"3927","laag","droog","licht"
"3928","gemiddeld","nat","sterk"
"3929","hoog","droog","licht"
"3930","hoog","droog","licht"
"3931","laag","droog","licht"
"3932","laag","nat","licht"
"3933","hoog","droog","licht"
"3934","hoog","nat","licht"
"3935","laag","droog","licht"
"3936","hoog","droog","licht"
"3937","hoog","nat","licht"
"3938","laag","droog","licht"
"3939","laag","droog","licht"
"3940","gemiddeld","nat","licht"
"3941","gemiddeld","droog","licht"
"3942","hoog","nat","licht"
"3943","hoog","droog","licht"
"3944","hoog","droog","licht"
"3945","gemiddeld","droog","licht"
"3946","hoog","droog","sterk"
"3947","gemiddeld","nat","licht"
"3948","laag","droog","licht"
"3949","hoog","nat","licht"
"3950","laag","droog","sterk"
"3951","hoog","nat","licht"
"3952","hoog","droog","sterk"
"3953","laag","droog","licht"
"3954","hoog","droog","licht"
"3955","hoog","nat","licht"
"3956","hoog","droog","licht"
"3957","gemiddeld","nat","sterk"
"3958","laag","nat","licht"
"3959","gemiddeld","droog","licht"
"3960","laag","nat","licht"
"3961","hoog","droog","licht"
"3962","hoog","droog","licht"
"3963","hoog","droog","licht"
"3964","gemiddeld","droog","licht"
"3965","hoog","droog","sterk"
"3966","laag","droog","sterk"
"3967","hoog","nat","licht"
"3968","hoog","nat","licht"
"3969","hoog","droog","licht"
"3970","gemiddeld","droog","licht"
"3971","laag","nat","sterk"
"3972","hoog","droog","sterk"
"3973","gemiddeld","droog","licht"
"3974","gemiddeld","nat","licht"
"3975","laag","droog","licht"
"3976","hoog","droog","licht"
"3977","gemiddeld","droog","licht"
"3978","laag","nat","sterk"
"3979","laag","droog","licht"
"3980","hoog","nat","sterk"
"3981","gemiddeld","droog","licht"
"3982","hoog","droog","licht"
"3983","laag","nat","licht"
"3984","laag","droog","licht"
"3985","gemiddeld","droog","licht"
"3986","gemiddeld","droog","sterk"
"3987","hoog","droog","licht"
"3988","hoog","nat","licht"
"3989","laag","nat","licht"
"3990","gemiddeld","droog","licht"
"3991","gemiddeld","nat","licht"
"3992","hoog","droog","licht"
"3993","laag","nat","licht"
"3994","hoog","droog","licht"
"3995","hoog","nat","licht"
"3996","gemiddeld","nat","licht"
"3997","laag","droog","licht"
"3998","hoog","droog","licht"
"3999","hoog","nat","licht"
"4000","gemiddeld","droog","licht"
"4001","hoog","droog","licht"
"4002","gemiddeld","nat","licht"
"4003","hoog","nat","licht"
"4004","gemiddeld","droog","licht"
"4005","laag","droog","sterk"
"4006","hoog","droog","licht"
"4007","gemiddeld","droog","sterk"
"4008","gemiddeld","nat","licht"
"4009","gemiddeld","droog","licht"
"4010","hoog","nat","licht"
"4011","laag","nat","licht"
"4012","hoog","droog","licht"
"4013","gemiddeld","nat","licht"
"4014","gemiddeld","nat","licht"
"4015","hoog","droog","licht"
"4016","gemiddeld","droog","licht"
"4017","hoog","droog","sterk"
"4018","hoog","nat","licht"
"4019","gemiddeld","droog","sterk"
"4020","hoog","nat","licht"
"4021","hoog","droog","licht"
"4022","hoog","nat","licht"
"4023","hoog","nat","sterk"
"4024","gemiddeld","nat","licht"
"4025","gemiddeld","droog","licht"
"4026","gemiddeld","droog","licht"
"4027","hoog","nat","sterk"
"4028","laag","droog","licht"
"4029","laag","droog","licht"
"4030","laag","nat","licht"
"4031","laag","nat","licht"
"4032","laag","nat","licht"
"4033","hoog","nat","licht"
"4034","laag","nat","licht"
"4035","hoog","nat","licht"
"4036","hoog","droog","sterk"
"4037","gemiddeld","nat","licht"
"4038","gemiddeld","nat","sterk"
"4039","laag","nat","licht"
"4040","gemiddeld","droog","sterk"
"4041","hoog","droog","licht"
"4042","gemiddeld","nat","sterk"
"4043","hoog","nat","licht"
"4044","gemiddeld","droog","licht"
"4045","hoog","droog","licht"
"4046","laag","droog","licht"
"4047","gemiddeld","droog","licht"
"4048","laag","droog","licht"
"4049","laag","nat","licht"
"4050","laag","droog","sterk"
"4051","hoog","nat","licht"
"4052","hoog","droog","licht"
"4053","hoog","droog","licht"
"4054","hoog","nat","licht"
"4055","hoog","droog","licht"
"4056","laag","droog","licht"
"4057","hoog","nat","licht"
"4058","hoog","nat","sterk"
"4059","laag","droog","licht"
"4060","hoog","nat","licht"
"4061","hoog","nat","licht"
"4062","laag","droog","licht"
"4063","hoog","droog","sterk"
"4064","laag","nat","licht"
"4065","hoog","nat","licht"
"4066","hoog","droog","licht"
"4067","gemiddeld","droog","licht"
"4068","hoog","nat","licht"
"4069","laag","droog","licht"
"4070","hoog","droog","licht"
"4071","laag","droog","licht"
"4072","laag","nat","licht"
"4073","laag","droog","licht"
"4074","hoog","droog","licht"
"4075","hoog","droog","licht"
"4076","gemiddeld","droog","licht"
"4077","hoog","droog","licht"
"4078","gemiddeld","droog","licht"
"4079","laag","droog","licht"
"4080","gemiddeld","droog","sterk"
"4081","hoog","nat","licht"
"4082","gemiddeld","nat","licht"
"4083","gemiddeld","droog","licht"
"4084","gemiddeld","droog","licht"
"4085","hoog","nat","licht"
"4086","laag","nat","licht"
"4087","hoog","droog","licht"
"4088","hoog","nat","licht"
"4089","hoog","nat","licht"
"4090","hoog","nat","licht"
"4091","laag","nat","licht"
"4092","laag","nat","licht"
"4093","hoog","nat","licht"
"4094","gemiddeld","nat","licht"
"4095","laag","droog","sterk"
"4096","laag","nat","licht"
"4097","laag","nat","licht"
"4098","gemiddeld","droog","licht"
"4099","laag","droog","licht"
"4100","gemiddeld","droog","licht"
"4101","laag","droog","sterk"
"4102","laag","droog","licht"
"4103","hoog","droog","licht"
"4104","hoog","droog","licht"
"4105","hoog","nat","sterk"
"4106","laag","nat","licht"
"4107","hoog","droog","sterk"
"4108","hoog","droog","licht"
"4109","hoog","droog","licht"
"4110","gemiddeld","nat","licht"
"4111","hoog","droog","licht"
"4112","hoog","droog","licht"
"4113","hoog","droog","licht"
"4114","gemiddeld","nat","licht"
"4115","hoog","nat","licht"
"4116","gemiddeld","nat","licht"
"4117","gemiddeld","droog","sterk"
"4118","hoog","droog","licht"
"4119","gemiddeld","nat","licht"
"4120","hoog","nat","licht"
"4121","laag","droog","licht"
"4122","gemiddeld","nat","licht"
"4123","hoog","nat","licht"
"4124","gemiddeld","droog","licht"
"4125","hoog","nat","licht"
"4126","hoog","nat","licht"
"4127","hoog","nat","licht"
"4128","hoog","droog","licht"
"4129","hoog","droog","licht"
"4130","gemiddeld","nat","sterk"
"4131","gemiddeld","droog","licht"
"4132","hoog","droog","licht"
"4133","hoog","nat","licht"
"4134","gemiddeld","nat","licht"
"4135","gemiddeld","droog","licht"
"4136","hoog","nat","licht"
"4137","gemiddeld","droog","licht"
"4138","laag","nat","licht"
"4139","laag","droog","sterk"
"4140","gemiddeld","nat","licht"
"4141","laag","droog","licht"
"4142","gemiddeld","droog","licht"
"4143","hoog","droog","licht"
"4144","laag","droog","licht"
"4145","hoog","droog","licht"
"4146","laag","nat","licht"
"4147","gemiddeld","nat","licht"
"4148","gemiddeld","nat","sterk"
"4149","hoog","nat","licht"
"4150","hoog","droog","licht"
"4151","laag","droog","sterk"
"4152","gemiddeld","nat","licht"
"4153","gemiddeld","droog","sterk"
"4154","hoog","nat","licht"
"4155","laag","nat","sterk"
"4156","laag","nat","licht"
"4157","gemiddeld","droog","licht"
"4158","laag","droog","licht"
"4159","laag","nat","licht"
"4160","gemiddeld","droog","licht"
"4161","gemiddeld","droog","licht"
"4162","gemiddeld","droog","sterk"
"4163","hoog","droog","licht"
"4164","gemiddeld","droog","licht"
"4165","gemiddeld","nat","licht"
"4166","gemiddeld","nat","licht"
"4167","hoog","nat","licht"
"4168","gemiddeld","droog","sterk"
"4169","gemiddeld","droog","licht"
"4170","gemiddeld","nat","licht"
"4171","hoog","nat","licht"
"4172","hoog","droog","licht"
"4173","gemiddeld","droog","licht"
"4174","hoog","nat","licht"
"4175","hoog","droog","licht"
"4176","hoog","droog","licht"
"4177","gemiddeld","nat","licht"
"4178","gemiddeld","droog","licht"
"4179","hoog","droog","licht"
"4180","laag","droog","sterk"
"4181","hoog","nat","licht"
"4182","gemiddeld","nat","licht"
"4183","gemiddeld","nat","licht"
"4184","laag","droog","licht"
"4185","hoog","nat","licht"
"4186","hoog","nat","licht"
"4187","hoog","nat","licht"
"4188","gemiddeld","nat","sterk"
"4189","hoog","droog","sterk"
"4190","hoog","nat","sterk"
"4191","hoog","droog","licht"
"4192","laag","nat","licht"
"4193","laag","droog","sterk"
"4194","hoog","droog","licht"
"4195","hoog","nat","licht"
"4196","hoog","droog","sterk"
"4197","gemiddeld","droog","licht"
"4198","laag","nat","licht"
"4199","hoog","droog","licht"
"4200","laag","droog","licht"
"4201","hoog","nat","licht"
"4202","hoog","droog","licht"
"4203","gemiddeld","droog","licht"
"4204","gemiddeld","droog","sterk"
"4205","laag","droog","licht"
"4206","hoog","droog","licht"
"4207","laag","droog","licht"
"4208","gemiddeld","droog","sterk"
"4209","gemiddeld","droog","licht"
"4210","laag","droog","licht"
"4211","hoog","droog","licht"
"4212","laag","droog","sterk"
"4213","laag","droog","licht"
"4214","gemiddeld","nat","licht"
"4215","gemiddeld","nat","licht"
"4216","laag","droog","sterk"
"4217","hoog","nat","sterk"
"4218","hoog","droog","licht"
"4219","hoog","droog","licht"
"4220","hoog","nat","licht"
"4221","hoog","nat","licht"
"4222","hoog","droog","licht"
"4223","laag","nat","licht"
"4224","laag","nat","sterk"
"4225","laag","droog","sterk"
"4226","hoog","nat","licht"
"4227","gemiddeld","nat","licht"
"4228","hoog","nat","licht"
"4229","hoog","nat","licht"
"4230","laag","nat","licht"
"4231","hoog","nat","licht"
"4232","gemiddeld","nat","licht"
"4233","laag","nat","licht"
"4234","hoog","droog","licht"
"4235","hoog","nat","licht"
"4236","gemiddeld","droog","licht"
"4237","hoog","droog","licht"
"4238","hoog","nat","licht"
"4239","gemiddeld","droog","licht"
"4240","laag","nat","licht"
"4241","hoog","nat","licht"
"4242","hoog","nat","licht"
"4243","hoog","droog","licht"
"4244","laag","droog","licht"
"4245","laag","droog","licht"
"4246","gemiddeld","nat","licht"
"4247","gemiddeld","nat","licht"
"4248","laag","droog","licht"
"4249","laag","nat","licht"
"4250","hoog","nat","licht"
"4251","gemiddeld","nat","licht"
"4252","gemiddeld","droog","licht"
"4253","hoog","droog","licht"
"4254","hoog","nat","licht"
"4255","gemiddeld","droog","sterk"
"4256","gemiddeld","nat","licht"
"4257","hoog","droog","licht"
"4258","gemiddeld","droog","licht"
"4259","laag","droog","licht"
"4260","hoog","nat","licht"
"4261","gemiddeld","droog","licht"
"4262","gemiddeld","droog","licht"
"4263","hoog","droog","licht"
"4264","gemiddeld","nat","licht"
"4265","hoog","nat","licht"
"4266","hoog","nat","sterk"
"4267","hoog","nat","licht"
"4268","hoog","droog","licht"
"4269","laag","droog","licht"
"4270","gemiddeld","nat","sterk"
"4271","gemiddeld","nat","licht"
"4272","hoog","droog","licht"
"4273","hoog","droog","licht"
"4274","laag","nat","sterk"
"4275","hoog","droog","sterk"
"4276","gemiddeld","nat","licht"
"4277","hoog","nat","licht"
"4278","gemiddeld","nat","licht"
"4279","hoog","droog","licht"
"4280","hoog","nat","licht"
"4281","hoog","nat","licht"
"4282","hoog","droog","sterk"
"4283","hoog","droog","licht"
"4284","laag","nat","licht"
"4285","laag","droog","licht"
"4286","laag","droog","licht"
"4287","gemiddeld","nat","licht"
"4288","hoog","nat","licht"
"4289","gemiddeld","nat","licht"
"4290","laag","droog","licht"
"4291","hoog","droog","licht"
"4292","laag","nat","licht"
"4293","laag","droog","licht"
"4294","hoog","nat","licht"
"4295","gemiddeld","droog","licht"
"4296","hoog","nat","licht"
"4297","hoog","nat","licht"
"4298","gemiddeld","droog","sterk"
"4299","gemiddeld","droog","licht"
"4300","hoog","droog","licht"
"4301","hoog","droog","licht"
"4302","hoog","nat","licht"
"4303","laag","nat","sterk"
"4304","gemiddeld","nat","licht"
"4305","gemiddeld","nat","licht"
"4306","gemiddeld","droog","licht"
"4307","laag","nat","licht"
"4308","laag","droog","licht"
"4309","laag","nat","licht"
"4310","hoog","nat","licht"
"4311","hoog","droog","licht"
"4312","gemiddeld","droog","licht"
"4313","gemiddeld","droog","licht"
"4314","hoog","droog","licht"
"4315","hoog","droog","licht"
"4316","hoog","droog","licht"
"4317","hoog","nat","licht"
"4318","hoog","droog","licht"
"4319","hoog","nat","licht"
"4320","laag","droog","licht"
"4321","hoog","droog","licht"
"4322","laag","droog","licht"
"4323","hoog","nat","licht"
"4324","hoog","nat","licht"
"4325","gemiddeld","droog","licht"
"4326","hoog","nat","licht"
"4327","laag","droog","licht"
"4328","gemiddeld","droog","licht"
"4329","gemiddeld","droog","licht"
"4330","laag","nat","sterk"
"4331","hoog","nat","licht"
"4332","laag","droog","licht"
"4333","laag","nat","licht"
"4334","gemiddeld","droog","licht"
"4335","hoog","droog","licht"
"4336","hoog","droog","licht"
"4337","laag","droog","licht"
"4338","hoog","droog","licht"
"4339","gemiddeld","droog","licht"
"4340","laag","droog","licht"
"4341","laag","nat","licht"
"4342","laag","nat","licht"
"4343","gemiddeld","droog","sterk"
"4344","hoog","nat","licht"
"4345","hoog","droog","licht"
"4346","gemiddeld","droog","licht"
"4347","laag","nat","licht"
"4348","hoog","droog","licht"
"4349","hoog","droog","sterk"
"4350","laag","droog","sterk"
"4351","gemiddeld","droog","licht"
"4352","gemiddeld","nat","sterk"
"4353","hoog","droog","sterk"
"4354","hoog","nat","licht"
"4355","laag","nat","licht"
"4356","gemiddeld","droog","licht"
"4357","gemiddeld","droog","licht"
"4358","hoog","droog","licht"
"4359","hoog","droog","licht"
"4360","hoog","nat","licht"
"4361","hoog","nat","sterk"
"4362","hoog","nat","licht"
"4363","laag","droog","sterk"
"4364","laag","droog","sterk"
"4365","hoog","droog","licht"
"4366","hoog","nat","licht"
"4367","hoog","droog","sterk"
"4368","laag","droog","licht"
"4369","gemiddeld","droog","licht"
"4370","laag","nat","licht"
"4371","laag","droog","licht"
"4372","hoog","droog","licht"
"4373","hoog","nat","licht"
"4374","hoog","droog","licht"
"4375","gemiddeld","droog","licht"
"4376","gemiddeld","droog","licht"
"4377","hoog","droog","licht"
"4378","hoog","nat","licht"
"4379","hoog","nat","licht"
"4380","gemiddeld","droog","licht"
"4381","laag","nat","licht"
"4382","gemiddeld","droog","licht"
"4383","laag","nat","licht"
"4384","hoog","droog","licht"
"4385","gemiddeld","nat","sterk"
"4386","laag","nat","licht"
"4387","hoog","droog","licht"
"4388","hoog","nat","licht"
"4389","gemiddeld","droog","licht"
"4390","gemiddeld","nat","licht"
"4391","laag","droog","sterk"
"4392","laag","nat","licht"
"4393","laag","nat","sterk"
"4394","laag","nat","sterk"
"4395","gemiddeld","nat","licht"
"4396","gemiddeld","nat","licht"
"4397","gemiddeld","droog","licht"
"4398","gemiddeld","droog","licht"
"4399","laag","nat","sterk"
"4400","hoog","nat","licht"
"4401","laag","droog","licht"
"4402","hoog","droog","licht"
"4403","laag","nat","licht"
"4404","laag","nat","licht"
"4405","hoog","droog","licht"
"4406","gemiddeld","droog","licht"
"4407","hoog","droog","licht"
"4408","laag","nat","licht"
"4409","hoog","nat","licht"
"4410","hoog","droog","licht"
"4411","laag","droog","licht"
"4412","laag","nat","licht"
"4413","gemiddeld","nat","licht"
"4414","laag","nat","licht"
"4415","hoog","droog","licht"
"4416","gemiddeld","nat","sterk"
"4417","hoog","nat","licht"
"4418","hoog","droog","licht"
"4419","hoog","nat","licht"
"4420","hoog","nat","licht"
"4421","hoog","nat","licht"
"4422","hoog","droog","licht"
"4423","hoog","nat","licht"
"4424","hoog","nat","licht"
"4425","gemiddeld","droog","licht"
"4426","hoog","droog","licht"
"4427","gemiddeld","nat","licht"
"4428","gemiddeld","nat","licht"
"4429","laag","droog","sterk"
"4430","hoog","nat","licht"
"4431","hoog","droog","licht"
"4432","laag","nat","licht"
"4433","hoog","nat","licht"
"4434","gemiddeld","nat","licht"
"4435","hoog","nat","licht"
"4436","hoog","droog","licht"
"4437","gemiddeld","droog","licht"
"4438","gemiddeld","nat","licht"
"4439","laag","nat","licht"
"4440","gemiddeld","nat","licht"
"4441","laag","nat","licht"
"4442","hoog","nat","licht"
"4443","hoog","droog","licht"
"4444","laag","droog","licht"
"4445","hoog","nat","licht"
"4446","laag","droog","licht"
"4447","laag","nat","licht"
"4448","hoog","droog","sterk"
"4449","gemiddeld","droog","licht"
"4450","gemiddeld","droog","licht"
"4451","hoog","droog","licht"
"4452","laag","nat","licht"
"4453","gemiddeld","droog","licht"
"4454","gemiddeld","droog","licht"
"4455","laag","droog","licht"
"4456","gemiddeld","droog","licht"
"4457","gemiddeld","nat","licht"
"4458","hoog","nat","sterk"
"4459","gemiddeld","nat","licht"
